author,title,description,url,urlToImage,publishedAt,content,source.id,source.name,leaning,keyword
Fox News,Crowds gather in Times Square after Biden projected to win election,"Sen. Chuck Schumer, NYC Mayor de Blasio tweet congratulations to the president-elect; Alex Hogan reports.",https://video.foxnews.com/v/6208046015001/,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/20782a6c-a3cd-4440-be3d-89910408bdca/c0cd0e3a-f7f4-4aeb-92e0-b68f52198646/1280x720/match/image.jpg,2020-11-07T22:22:20.6096166Z,,fox-news,Fox News,mod_right,biden
Valerie Richardson,Conservatives dispute Biden victory: 'The media does not get to call the election',Conservatives pushed back Saturday against the decision by media outlets to declare former Vice President Joseph R. Biden the winner of the 2020 presidential election.,https://www.washingtontimes.com/news/2020/nov/7/conservatives-dispute-biden-victory-media-does-not/,https://twt-thumbs.washtimes.com/media/image/2020/09/24/AP19281803515602_c0-228-5472-3420_s1200x700.jpg?f89739662670662341638fe34403095f75f3e118,2020-11-07T21:47:57Z,"Conservatives pushed back Saturday against the decision by media outlets to declare former Vice President Joseph R. Biden the winner of the 2020 presidential election.
“The media do not get to deter… [+3021 chars]",the-washington-times,The Washington Times,mod_right,biden
Fox News,Trump accuses Biden of 'rushing to falsely pose as winner',"Moments after Joe Biden was projected to be the victor in the 2020 election, President Trump accused the Democrat of ""rushing to falsely pose as the winner"" and vowed to go forward with pending litigation.",https://www.foxnews.com/politics/trump-accuses-president-elect-biden-of-rushing-to-falsely-pose-as-the-winner,https://static.foxnews.com/foxnews.com/content/uploads/2020/11/AP20311002277663.jpg,2020-11-07T21:37:22.8418728Z,"Moments after Joe Biden was projected to be the victor in the 2020 election, President Trump accused the Democrat of ""rushing to falsely pose as the winner"" and vowed to go forward with lawsuits cont… [+1644 chars]",fox-news,Fox News,mod_right,biden
David Sherfinski,Joe Biden: 'It's time for our better angels to prevail',"Presumptive President-elect Joseph R. Biden said Saturday evening that he plans to be a president for all Americans and that he'll hit the ground running to try to ""heal"" the country as he claimed a mandate from the American people to govern cooperatively and…",https://www.washingtontimes.com/news/2020/nov/7/biden-speech-better-angels-nature-prevail/,https://twt-thumbs.washtimes.com/media/image/2020/11/07/aptopix_election_2020_biden_15398_c0-0-3808-2221_s1200x700.jpg?de4f79afff512b047b0e5c7f28b75b328aa49e8f,2020-11-07T21:13:01Z,Presumptive President-elect Joseph R. Biden said Saturday evening that he plans to be a president for all Americans and that he’ll hit the ground running to try to “heal” the country as he claimed a … [+5574 chars],the-washington-times,The Washington Times,mod_right,biden
Fox News,"Brazile: 'This is not a partisan moment, this is a patriotic moment'",Fox News contributor Donna Brazile reacts to the projection that Joe Biden has been elected president,https://video.foxnews.com/v/6208023412001/,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/bbf94625-7c92-4891-a7ba-8a356c2a217a/675d0ddf-e041-4f4d-85b7-c86abed9b13d/1280x720/match/image.jpg,2020-11-07T18:52:17.4542284Z,,fox-news,Fox News,mod_right,biden
Fox News,Trump to continue legal challenges after Biden’s projected win,President issues statement saying his election lawsuits in key states will move forward; John Roberts reports.,https://video.foxnews.com/v/6208017570001/,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/676dfa3c-4088-4c21-8593-30bbdf6881d9/e5f6cbde-2fd3-413c-93cb-6ecb530cc320/1280x720/match/image.jpg,2020-11-07T18:37:23.1169991Z,,fox-news,Fox News,mod_right,biden
Lauren Toms,World leaders react to Biden victory,Congratulatory messages are pouring in Saturday from around the world after major news organizations called the U.S. presidential election for Democratic nominee Joseph R. Biden.,https://www.washingtontimes.com/news/2020/nov/7/world-leaders-react-biden-victory/,https://twt-thumbs.washtimes.com/media/image/2020/11/06/Virus_Outbreak_Britain_54714.jpg-7ece7_c0-266-2705-1843_s1200x700.jpg?2659e35f097de50c5cc181cbe5afb84101c3e8ff,2020-11-07T14:11:47Z,"Congratulatory messages are pouring in Saturday from around the world after major news organizations called the U.S. presidential election for Democratic nominee Joseph R. Biden.
British Prime Minis… [+1392 chars]",the-washington-times,The Washington Times,mod_right,biden
Dave Boyer,Donald Trump vows election 'far from over' after Joe Biden projected as president-elect,"President Trump said Saturday the presidential election ""is far from over"" after Democrat Joseph R. Biden was projected as the winner.",https://www.washingtontimes.com/news/2020/nov/7/donald-trump-vows-election-far-over-after-joe-bide/,https://twt-thumbs.washtimes.com/media/image/2020/11/06/Election_2020_Protests_Phoenix_97840.jpg-aeadb_c0-150-3600-2250_s1200x700.jpg?187bc123cc4510feb7f1966081317bdd024739c4,2020-11-07T11:53:30Z,"President Trump said Saturday the presidential election “is far from over” after Democrat Joseph R. Biden was projected as the winner.
“We all know why Joe Biden is rushing to falsely pose as the wi… [+1827 chars]",the-washington-times,The Washington Times,mod_right,biden
Dave Boyer,Joe Biden is projected winner of 2020 election,Presumptive President-elect Joseph R. Biden is projected to defeat President Trump in the 2020 election and become the 46th president of the United States.,https://www.washingtontimes.com/news/2020/nov/7/joe-biden-projected-winner-2020-election/,https://twt-thumbs.washtimes.com/media/image/2020/11/07/election_2020_biden_75857_c0-0-3345-1951_s1200x700.jpg?c5ff25709df88faff59a2118b54e0b03df60f174,2020-11-07T11:28:49Z,"Presumptive President-elect Joseph R. Biden is projected to defeat President Trump in the 2020 election and become the 46th president of the United States.
The Associated Press called the race for M… [+3584 chars]",the-washington-times,The Washington Times,mod_right,biden
Dr. Susan Berry,Planned Parenthood: ‘Let’s Revel’ in Media Election Call for Joe Biden,"Planned Parenthood ""reveled"" in the fact that some media outlets called the presidential race for Joe Biden, though it remains in dispute.",http://www.breitbart.com/politics/2020/11/07/planned-parenthood-lets-revel-in-media-election-call-for-biden/,https://media.breitbart.com/media/2020/09/50356172422_c30248ba1f_o-2-Copy-640x335.jpg,2020-11-08T03:06:02Z,"On Saturday Planned Parenthood and its allies celebrated that some media have called the presidential election for Democrats Joe Biden and Kamala Harris, though the race remains in dispute and the ca… [+5010 chars]",breitbart-news,Breitbart News,right,biden
John Nolte,"Nolte: If Elected, Biden Will Wield 'Phone and Pen' with Flurry of EOs",Joe Biden intends to bring back the Obama era phone and pen approach with a flurry of executive orders.,http://www.breitbart.com/politics/2020/11/07/nolte-if-elected-biden-will-wield-phone-and-pen-with-flurry-of-executive-orders/,https://media.breitbart.com/media/2020/11/Joe-Biden-with-Cell-Phone-640x335.jpg,2020-11-08T01:52:03Z,"The far-left Washington Postreports that if Joe Biden wins the presidential election, he intends to bring back the Obama era phone and pen approach with a flurry of executive orders.
“President-elec… [+2972 chars]",breitbart-news,Breitbart News,right,biden
Ildefonso Ortiz and Brandon Darby,Mexican President: Imprudent to Congratulate Biden Before Election’s Legal Issues Resolved,Mexico’s President said it is too early to congratulate any of the U.S. presidential candidates as the elections have pending legal issues.,http://www.breitbart.com/border/2020/11/07/mexican-president-imprudent-to-congratulate-biden-before-elections-legal-issues-resolved/,https://media.breitbart.com/media/2020/10/AMLO-640x335.jpg,2020-11-08T01:41:57Z,Mexicos President said it is too early to congratulate any of the U.S. presidential candidates since the elections still have several pending legal issues. In an effort to be respectful to the proces… [+1977 chars],breitbart-news,Breitbart News,right,biden
Amy Furr,Biden Supporters Scream at Texas Trump Supporters Singing National Anthem,"A group of Joe Biden (D) supporters screamed obscenities at Trump supporters while they sang the National Anthem on Saturday in Austin, Texas.",http://www.breitbart.com/2020-election/2020/11/07/watch-biden-supporters-scream-fck-fascist-usa-at-trump-supporters-singing-national-anthem/,https://media.breitbart.com/media/2020/11/Austin-Biden-Protesters-640x335.png,2020-11-08T00:58:01Z,"A group of Joe Biden (D) supporters screamed obscenities at President Donald Trump supporters as they sang the National Anthem on Saturday in Austin, Texas.
Video footage showed the Biden group stan… [+2171 chars]",breitbart-news,Breitbart News,right,biden
John Binder,Left-Wing at War with Never Trumpers Over Who Will Control Joe Biden,"The hard left is at war with ""Never Trump"" Republicans over who would potentially have more sway and influence over Democrat Joe Biden.",http://www.breitbart.com/politics/2020/11/07/left-wing-at-war-with-never-trumpers-over-control-of-joe-biden-dont-take-these-people-seriously/,https://media.breitbart.com/media/2020/11/GettyImages-1228188159-640x335.jpg,2020-11-07T23:25:05Z,"The hard-left of the Democrat Party is at war with “Never Trump” Republicans over who would potentially have more sway and influence over Democrat Joe Biden.
Former Ohio Gov. John Kasich (R), who en… [+2618 chars]",breitbart-news,Breitbart News,right,biden
